judul,clean_text,dataset,file,row_id
PREVALENSI DIABETES MELITUS PADA KUCING DI INGGRIS BERDASARKAN RAS DAN JENIS KELAMIN,prevalensi diabetes melitus kucing inggris dasar ras jenis kelamin,etd_ugm,etd_ugm.csv,52
Perlindungan Hukum Terhadap Keselamatan Kerja Tenaga Kesehatan Selama Pandemi Covid-19 di Rumah Sakit Umum Daerah Tarakan,lindung hukum selamat kerja tenaga sehat pandemi covid rumah sakit daerah tara,etd_ugm,etd_ugm.csv,53
ANALISIS FAKTORÃƒï¿½Ã‚Â¢ÃƒÂ¯Ã‚Â¿Ã‚Â½ÃƒÂ¯Ã‚Â¿Ã‚Â½FAKTOR YANG BERPENGARUH TERHADAP UTILISASI LAYANAN PROTESA GIGI PESERTA JAMINAN KESEHATAN NASIONAL (JKN) DI FASILITAS KESEHATAN GIGI PRIMER,analisis faktorfaktor pengaruh utilisasi layan protesa gigi serta jamin sehat nasional jkn fasilitas sehat gigi primer,etd_ugm,etd_ugm.csv,54
Pengembangan Antarmuka Manusia dan Mesin yang Berfokus pada Sensor Berbasis Realitas Berimbuh Berdasarkan Nilai Quality of Service,kembang antarmuka manusia mesin fokus sensor bas realitas imbuh dasar nilai quality service,etd_ugm,etd_ugm.csv,55
KEANEKARAGAMAN DAN HUBUNGAN KEKERABATAN  FENETIK SPESIES ANGGOTA ASTERACEAE DI JALUR  PENDAKIAN GUNUNG LAWU BERDASARKAN KARAKTER  MORFOLOGIS,keanekaragaman hubung kerabat fenetik spesies anggota asteraceae jalur daki gunung lawu dasar karakter morfologis,etd_ugm,etd_ugm.csv,56
Evaluasi Penggunaan Lahan Berdasarkan Arahan Fungsi Kawasan di Kecamatan Cangkringan,evaluasi guna lahan dasar arah fungsi kawasan camat cangkring,etd_ugm,etd_ugm.csv,57
Strategi Mitigasi Risiko Operasional Pada Unit Produksi Dan Pengelolaan Logistik PT Perhutani Anugerah Kimia Dengan Pendekatan House Of Risk,strategi mitigasi risiko operasional unit produksi kelola logistik pt hutan anugerah kimia dekat house risk,etd_ugm,etd_ugm.csv,58
SKABIES: IDENTIFIKASI KASUS DAN ANALISIS FAKTOR-FAKTOR RISIKO PADA POPULASI PESANTREN DI REMBANG JAWA TENGAH,skabies identifikasi analisis faktorfaktor risiko populasi pesantren rembang jawa,etd_ugm,etd_ugm.csv,59
Analisa Kekuatan Sambungan Las Material Perforated Plate Stainless Steel 304 2 mm Pada Komponen Tumbler Mesin Washer Capsule di PT Hari Mukti Teknik,analisa kuat sambung las material perforated plate stainless steel mm komponen tumbler mesin washer capsule pt mukti teknik,etd_ugm,etd_ugm.csv,60
Penilaian Mutu Produk Akhir Buah Stoberi (Fragaria x annanassa) segar menggunakan diagram Pareto dan diagram Ishikawa,nilai mutu produk buah stoberi fragaria x annanassa segar diagram pareto diagram ishikawa,etd_ugm,etd_ugm.csv,61
FOTODEGRADASI METILEN BIRU MENGGUNAKAN FOTOKATALIS TITANIUM DIOKSIDA TERDOPING TIMAH DAN LANTHANUM PADA PAPARAN SINAR TAMPAK,fotodegradasi metilen biru fotokatalis titanium dioksida doping timah lanthanum papar sinar,etd_ugm,etd_ugm.csv,62
Pengembangan Dan Pemvalidasian Pengukuran Karier Protean,kembang pemvalidasian ukur karier protean,etd_ugm,etd_ugm.csv,63
Gambaran Lansia di Korea Selatan dalam Film Jugyeojuneun Yeoja: Kajian Sosiologi Sastra,gambar lansia korea selatan film jugyeojuneun yeoja kaji sosiologi sastra,etd_ugm,etd_ugm.csv,64
Perbedaan Skor Depresi GDS-15 danTCMC Depresi Qi pada Lansia di Panti Sosial Tresna Werdha Unit Abiyoso Yogyakarta,beda skor depresi gds dantcmc depresi qi lansia panti sosial tresna werdha unit abiyoso yogyakarta,etd_ugm,etd_ugm.csv,65
Evaluasi Sistem Manajemen Aset Tetap Pada Tingkat Satuan Kerja di Kementerian Keuangan Tahun 2023 Berdasarkan Asset Management Landscape,evaluasi sistem manajemen aset tingkat satu kerja menteri uang dasar asset management landscape,etd_ugm,etd_ugm.csv,66
"SISTEM PRODUKSI AGROFORESTRI DI PULAU NUSAKAMBANGAN OLEH WARGA DUSUN KELAPA KEREP, DESA KLACES, KECAMATAN KAMPUNG LAUT, KABUPATEN CILACAP, JAWA TENGAH",sistem produksi agroforestri pulau nusakambangan warga dusun kelapa kerep desa klaces camat kampung laut kabupaten cilacap jawa,etd_ugm,etd_ugm.csv,67
"KEPEMILIKAN ASING, KINERJA PERUSAHAAN, DAN VOLATILITAS RETURN (Studi Empiris Pada Perusahaan Non Keuangan Yang Terdaftar di Bursa Efek Indonesia Tahun 2020-2022)",milik asing kerja usaha volatilitas return studi empiris usaha non uang daftar bursa efek indonesia,etd_ugm,etd_ugm.csv,68
ANALISIS PERBANDINGAN DESAIN FONDASI JALAN DENGAN METODE SLAB ON PILE DAN PREFABRICATED VERTICAL DRAIN (Studi Kasus : Oprit Duplikasi Jembatan Kapuas 1),analisis banding desain fondasi jalan metode slab pile prefabricated vertical drain studi oprit duplikasi jembatan kapuas,etd_ugm,etd_ugm.csv,69
ANALISIS PENERAPAN TATA KELOLA TEKNOLOGI INFORMASI (TI) DENGAN PENDEKATAN FRAMEWORK COBIT 5 DI PT ABC,analisis terap tata kelola teknologi informasi ti dekat framework cobit pt abc,etd_ugm,etd_ugm.csv,70
Pengaruh Kondisi Keuangan Terhadap Pengungkapan Corporate Social Responsibility dengan Profile  Perusahaan sebagai Variabel Moderasi Pada Industri Manufaktur yang Terdaftar   di Bursa Efek Indonesia (BEI),pengaruh kondisi uang ungkap corporate social responsibility profile usaha variabel moderasi industri manufaktur daftar bursa efek indonesia bei,etd_ugm,etd_ugm.csv,71
Faktor Yang Menentukan Pemilihan Moda Transportasi Terhadap Perjalanan Menuju Bandar Udara Internasional Yogyakarta,faktor tentu pilih moda transportasi jalan bandar udara internasional yogyakarta,etd_ugm,etd_ugm.csv,72
Sintesis Nanopartikel Perak Terstabilkan PVA sebagai Agen Sensor untuk Deteksi Kolorimetri Ion Au3+,sintesis nanopartikel perak stabil pva agen sensor deteksi kolorimetri ion au,etd_ugm,etd_ugm.csv,73
Pengaruh Ekstrak Etanol Batang Bajakah (Uncaria acida) terhadap Mortalitas dan Morfologi Larva Aedes aegypti,pengaruh ekstrak etanol batang baja uncaria acida mortalitas morfologi larva aedes aegypti,etd_ugm,etd_ugm.csv,74
"MODUL DERIVATIF, MODUL ATAS RING NON-ASOSIATIF, DAN TERAPANNYA DALAM PERUMUSAN MATEMATIS BAGI MEKANIKA KUANTUM",modul derivatif modul ring nonasosiatif terap rumus matematis mekanika kuantum,etd_ugm,etd_ugm.csv,75
IDENTIFIKASI POLA CITRA VENA JARI MENGGUNAKAN TRANSFER LEARNING RESIDUAL NETWORK,identifikasi pola citra vena jari transfer learning residual network,etd_ugm,etd_ugm.csv,76
Penataan Ulang Norma Hukum Acara Hak Uji Materiil di Mahkamah Agung Demi Mewujudkan Keadilan Substantif,tata ulang norma hukum acara hak uji materiil mahkamah agung wujud adil substantif,etd_ugm,etd_ugm.csv,77
APLIKASI DUAL RECIPROCITY BOUNDARY ELEMENT METHOD PADA PERHITUNGAN PERSEBARAN KONSENTRASI POLUTAN DI LINTASAN BERKELOK DENGAN ALIRAN AIR LAMINA,aplikasi dual reciprocity boundary element method hitung sebar konsentrasi polutan lintas kelok alir air lamina,etd_ugm,etd_ugm.csv,78
AKIBAT HUKUM PUTUSAN MAHKAMAH KONSTITUSI NOMOR 15/PUU-XIII/2014 TERHADAP TUGAS HAKIM DALAM PERKARA PEMBATALAN PUTUSAN ARBITRASE,akibat hukum putus mahkamah konstitusi nomor puuxiii tugas hakim perkara batal putus arbitrase,etd_ugm,etd_ugm.csv,79
SWOT ANALYSIS ON PT RUANG WAHANA KARYA IN GETTING CLIENTS,swot analysis pt ruang wahana karya getting clients,etd_ugm,etd_ugm.csv,80
Peningkatan Arus Berkas Elektron dengan Pemfokusan dan Pengarahan Berkas Elektron MBE 5 MeV/30mA PT. Ensterna,tingkat arus berkas elektron fokus arah berkas elektron mbe mevma pt ensterna,etd_ugm,etd_ugm.csv,81
PERANCANGAN ULANG SISTEM PENGGERAK ROLLER PADA MESIN PLANER BAMBU,ancang ulang sistem gerak roller mesin planer bambu,etd_ugm,etd_ugm.csv,82
"ANALISIS STRATEGI DAN BAURAN PEMASARAN DALAM MENINGKATKAN PENJUALAN PAKAN  TERNAK DI PABRIK MAKANAN  TERNAK NUTRIFEED, KLATEN",analisis strategi baur pasar tingkat jual pakan ternak pabrik makan ternak nutrifeed klaten,etd_ugm,etd_ugm.csv,83
ANALISIS SENTIMEN UNGGAHAN STATUS TWITTER  TERHADAP ALAT ORTODONTIK DI INDONESIA TAHUN 2020,analisis sentimen unggah status twitter alat ortodontik indonesia,etd_ugm,etd_ugm.csv,84
The Effect of Maternal Low Protein and Calorie Diets on Sertoli Cell Population and Testicular Vacuoles in Male Mice Offspring,effect maternal low protein calorie diets sertoli cell population testicular vacuoles male mice offspring,etd_ugm,etd_ugm.csv,85
Karakteristik Minyak Nyamplung yang Diproses Menggunakan Mesin Screw Press dengan Perlakuan Kadar Air Awal Biji Nyamplung,karakteristik minyak nyamplung proses mesin screw press laku kadar air biji nyamplung,etd_ugm,etd_ugm.csv,86
Preparasi Manik Kitosan/Karbon Aktif Sebagai Adsorben Acid Yellow 25 dan Acid Red 73 dalam Larutan,preparasi manik kitosankarbon aktif adsorben acid yellow acid red larut,etd_ugm,etd_ugm.csv,87
ANALISIS KELAYAKAN BISNIS RESTORAN DAPUR GEPREK NYONYAH DI BANDARA INTERNASIONAL SOEKARNO HATTA,analisis layak bisnis restoran dapur geprek nyonyah bandara internasional soekarno hatta,etd_ugm,etd_ugm.csv,88
ANALISIS PRODUKTIVITAS (Studi Kasus di PN Blabak Jawa Tengah),analisis produktivitas studi pn blabak jawa,etd_ugm,etd_ugm.csv,89
PENGEMBANGAN SENSOR RASA ASIN IMPEDIMETRIK MENGGUNAKAN INTERDIGITATED ELECTRODE TERMODIFIKASI MEMBRAN LIPID 1-HEXADECANOL,kembang sensor asin impedimetrik interdigitated electrode modifikasi membran lipid hexadecanol,etd_ugm,etd_ugm.csv,90
STUDI DENDROLOGI JENIS POHON SUPERORDO MALVIFLORAE PADA KAWASAN HUTAN WISATA GIRIMANIK KABUPATEN WONOGIRI,studi dendrologi jenis pohon superordo malviflorae kawasan hutan wisata girimanik kabupaten wonogiri,etd_ugm,etd_ugm.csv,91
ANALISIS RESTRUKTURISASI ASET BERUPA PELEPASAN INVESTASI PADA ANAK PERUSAHAAN PT GARUDA INDONESIA (PERSERO) TBK,analisis restrukturisasi aset lepas investasi anak usaha pt garuda indonesia persero tbk,etd_ugm,etd_ugm.csv,92
Multatuli Dan Max Havelaar Vis-a-Vis Kant: Kosmopolitanisme Dan Moral Kategoris,multatuli max havelaar visavis kant kosmopolitanisme moral kategoris,etd_ugm,etd_ugm.csv,93
Determinan Tingkat Ketahanan Pangan Rumah Tangga di Kabupaten Gunungkidul,determinan tingkat tahan pangan rumah tangga kabupaten gunungkidul,etd_ugm,etd_ugm.csv,94
"Synthesis Of Chiral Phosphoric Acid Catalyst and Its Application in Enantioselective Amidoalkylation Reaction of 2,5-Dimethylpyrrole and 5-Hydroxybutyrolactam",synthesis chiral phosphoric acid catalyst application enantioselective amidoalkylation reaction dimethylpyrrole hydroxybutyrolactam,etd_ugm,etd_ugm.csv,95
EVALUASI PENERAPAN SISTEM INFORMASI MANAJEMEN RUMAH SAKIT (SIMRS) DI RSU SAKINA IDAMAN MENGGUNAKAN METODE HOT-FIT,evaluasi terap sistem informasi manajemen rumah sakit simrs rsu sakina idam metode hotfit,etd_ugm,etd_ugm.csv,96
Hipokoagulasi sebagai prediktor kejadian Overt Disseminated Intravascular Coagulation (DIC) pasien COVID-19 di ruang perawatan intensif,hipokoagulasi prediktor jadi overt disseminated intravascular coagulation dic pasien covid ruang awat intensif,etd_ugm,etd_ugm.csv,97
Perancangan Visualisasi Position Detection pada Kereta Api Menggunakan Hall Sensor,ancang visualisasi position detection kereta api hall sensor,etd_ugm,etd_ugm.csv,98
"Pengaruh Pemakaian Kondom dengan Angka Kejadian Sifilis pada Laki-Laki Seks dengan Laki-Laki (LSL) di RSUP Dr. Sardjito, Yogyakarta tahun 2017-2020",pengaruh pakai kondom angka jadi sifilis lakilaki seks lakilaki lsl rsup dr sardjito yogyakarta,etd_ugm,etd_ugm.csv,99
Perancangan Tebal Bahu Jalan Pada Jalan Pakem-Tempel dengan Metode Manual Desain Perkerasan Jalan 2017,ancang tebal bahu jalan jalan pakemtempel metode manual desain keras jalan,etd_ugm,etd_ugm.csv,100
Survei Gas Radon dan Thoron dalam Menduga Zona Permeabilitas pada Area Prospek Panas Bumi di Gunung Telomoyo,survei gas radon thoron duga zona permeabilitas area prospek panas bumi gunung telomoyo,etd_ugm,etd_ugm.csv,101
Climate Change and Displacement: The Impact of UN Human Rights Committee Views on the Case of Teitiota v. New Zealand to the State Obligation on the Protection of 'Climate Refugee',climate change displacement impact human rights committee views case teitiota v new zealand state obligation protection climate refugee,etd_ugm,etd_ugm.csv,102
"GANGGUAN KECEMASAN, TRAUMA, DAN MEKANISME PERTAHANAN DIRI DALAM NOVEL THE QUEENS GAMBIT (KAJIAN PSIKOANALISIS SIGMUND FREUD)",ganggu cemas trauma mekanisme tahan novel queens gambit kaji psikoanalisis sigmund freud,etd_ugm,etd_ugm.csv,103
Manajemen Strategis Pengembangan Usahatani Agroforestri Talas Beneng (Xanthosoma undipes K.Koch) Di Kabupaten Ciamis,manajemen strategis kembang usahatani agroforestri talas beneng xanthosoma undipes kkoch kabupaten ciamis,etd_ugm,etd_ugm.csv,104
EVALUASI KINERJA RUMAH INSTAN STRUKTUR BAJA (RISBA) dengan METODE PENGUJIAN SIKLIK dan NONLINEAR TIME HISTORY,evaluasi kerja rumah instan struktur baja risba metode uji siklik nonlinear time history,etd_ugm,etd_ugm.csv,105
Penilaian Minat Karyawan Menggunakan Virtual Reality (VR) Pada Perusahaan PT Bursa Efek Indonesia Menggunakan Fuzzy Inference System (FIS),nilai minat karyawan virtual reality vr usaha pt bursa efek indonesia fuzzy inference fis,etd_ugm,etd_ugm.csv,106
"Semakin Tinggi Pendidikan, Semakin Rendah Kepuasan Kerja? Analisis Hubungan antara Capaian Pendidikan dan Kepuasan Kerja pada Kelompok Tenaga Kerja Mandiri dan Tenaga Kerja yang Dibayar di Indonesia",didik rendah puas kerja analisis hubung capai didik puas kerja kelompok tenaga kerja mandiri tenaga kerja bayar indonesia,etd_ugm,etd_ugm.csv,107
